//版本号  260517
//        
//       
//         
	   
央视频道,#genre#

CCTV1,http://39.134.242.92:80/180000001002/00000001000000000007000000001243/index.m3u8
CCTV2,http://39.134.13.35:6610/180000001001/00000001000000001001000000000050/index.m3u8?
CCTV3,http://39.134.242.92:80/180000001002/00000001000000000008000000047432/index.m3u8
CCTV4,http://39.134.240.3/PLTV/2/224/3221225829/index.m3u8
CCTV5,http://39.134.240.3/PLTV/2/224/3221225827/index.m3u8
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000000008000000047442/index.m3u8?
CCTV6,http://39.134.240.3/PLTV/2/224/3221225825/index.m3u8
CCTV7,http://39.134.240.3/PLTV/2/224/3221225823/index.m3u8
CCTV8,http://39.134.13.35:6610/180000001001/00000001000000001001000000000056/index.m3u8?
CCTV9,http://39.134.13.35:6610/180000001001/00000001000000001001000000000057/index.m3u8?
CCTV10,http://39.134.13.35:6610/180000001001/00000001000000001001000000000058/index.m3u8?
CCTV11,http://39.134.13.35:6610/180000001001/00000001000000001019000000352943/index.m3u8?
CCTV12,http://39.134.240.3/PLTV/2/224/3221225815/index.m3u8
CCTV13,http://39.134.242.92:80/180000001002/00000001000000000050000000133801/index.m3u8
CCTV14,http://39.134.13.35:6610/180000001001/00000001000000001001000000000059/index.m3u8?
CCTV15,http://39.134.242.92:80/180000001002/00000001000000000026000000446967/index.m3u8
CCTV16,http://39.134.13.35:6610/180000001001/00000001000000000085000000178450/main.m3u8?
CCTV17,http://39.134.242.92:80/180000001002/00000001000000000025000000024152/index.m3u8


CCTV1,http://39.134.242.92:80/180000001002/00000001000000000007000000001243/index.m3u8
CCTV1,http://39.134.13.36:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.37:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.38:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.45:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.34:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.66:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.35:6610/180000001001/00000001000000000002000000027984/index.m3u8?
CCTV1,http://39.134.13.35:6610/180000001001/00000001000000001001000000000036/index.m3u8?
CCTV1,http://39.134.13.35:6610/180000001001/00000001000000000007000000001243/index.m3u8?
CCTV1,http://39.134.13.35:6610/180000001001/00000000000000020000000000182562/index.m3u8?
CCTV2,http://39.134.242.92:80/180000001002/00000001000000000008000000047431/index.m3u8
CCTV2,http://39.134.13.35:6610/180000001001/00000001000000000002000000028004/index.m3u8?
CCTV2,http://39.134.13.35:6610/180000001001/00000001000000001001000000000050/index.m3u8?
CCTV3,http://39.134.242.92:80/180000001002/00000001000000000008000000047432/index.m3u8
CCTV3,http://39.134.13.35:6610/180000001001/00000001000000000008000000047455/index.m3u8?
CCTV3,http://39.134.13.35:6610/180000001001/00000001000000001001000000000051/index.m3u8?
CCTV4,http://39.134.242.92:80/180000001002/00000001000000000008000000047433/index.m3u8
CCTV4,http://39.134.13.35:6610/180000001001/00000001000000001001000000000052/index.m3u8?
CCTV5,http://39.134.13.35:6610/180000001001/00000001000000000008000000047456/index.m3u8?
CCTV5,http://39.134.13.35:6610/180000001001/00000001000000001001000000000053/index.m3u8?
CCTV5,http://39.134.242.92:80/180000001002/00000001000000000008000000047434/index.m3u8
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000001001000000000061/index.m3u8?
CCTV5+,http://39.134.242.92:80/180000001002/00000001000000000008000000047442/index.m3u8
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000000002000000027985/index.m3u8?
CCTV6,http://39.134.13.35:6610/180000001001/00000001000000001001000000000054/index.m3u8?
CCTV6,http://39.134.13.35:6610/180000001001/00000001000000000008000000047457/index.m3u8?
CCTV6,http://39.134.242.92:80/180000001002/00000001000000000008000000047435/index.m3u8
CCTV7,http://39.134.13.35:6610/180000001001/00000001000000001001000000000055/index.m3u8?
CCTV7,http://39.134.242.92:80/180000001002/00000001000000000008000000047436/index.m3u8
CCTV8,http://39.134.13.35:6610/180000001001/00000001000000001001000000000056/index.m3u8?
CCTV8,http://39.134.13.35:6610/180000001001/00000001000000000008000000047458/index.m3u8?
CCTV8,http://39.134.242.92:80/180000001002/00000001000000000008000000047437/index.m3u8
CCTV9,http://39.134.242.92:80/180000001002/00000001000000000008000000047438/index.m3u8
CCTV9,http://39.134.13.35:6610/180000001001/00000001000000001001000000000057/index.m3u8?
CCTV9,http://39.134.13.35:6610/180000001001/00000000000000020000000000182545/index.m3u8?
CCTV10,http://39.134.242.92:80/180000001002/00000001000000000008000000047439/index.m3u8
CCTV10,http://39.134.13.35:6610/180000001001/00000001000000001001000000000058/index.m3u8?
CCTV11,http://39.134.13.35:6610/180000001001/00000001000000001019000000352943/index.m3u8?
CCTV12,http://39.134.13.35:6610/180000001001/00000001000000001001000000000060/index.m3u8?
CCTV12,http://39.134.242.92:80/180000001002/00000001000000000008000000047440/index.m3u8
CCTV13,http://39.134.242.92:80/180000001002/00000001000000000050000000133801/index.m3u8
CCTV14,http://39.134.13.35:6610/180000001001/00000001000000001001000000000059/index.m3u8?
CCTV14,http://39.134.242.92:80/180000001002/00000001000000000008000000047441/index.m3u8
CCTV15,http://39.134.13.35:6610/180000001001/00000001000000001019000000352948/index.m3u8?
CCTV16,http://39.134.249.210/wh7f454c46tw1764772208_1544288257/180000001002/00000001000000000079000000434986/main.m3u8?IASHttpSessionId=RR1004420241026100937865157&icpid=2&RTS=1729937282&from=9&hms_devid=24596&online=1729937282&vqe=3
CCTV17,http://39.134.249.213/wh7f454c46tw1836031496_1927384158/180000001002/00000001000000000025000000024152/main.m3u8?IASHttpSessionId=RR1003020241026101048532463&icpid=2&RTS=1729937353&from=9&hms_devid=24592&online=1729937353&vqe=3
CCTV5,http://183.215.116.135:6610/180000001001/00000000000000020000000000182561/main.m3u8?IAS
CCTV5,http://39.134.13.35:6610/180000001001/00000001000000001001000000000053/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000001001000000000061/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000000002000000027985/main.m3u8?IASHttpSessionId=OTT
CETV1,http://39.134.13.35:6610/180000001001/00000001000000000016000000007220/index.m3u8?
中国天气,http://39.134.13.35:6610/180000001001/00000001000000001001000000000025/index.m3u8?
CCTV1,http://111.23.232.117:80/180000001001/00000001000000000002000000027984/main.m3u8
CCTV1,http://111.23.232.117:80/180000001001/00000001000000001001000000000036/main.m3u87
CCTV1,http://39.134.249.218/wh7f454c46tw3701925654_-76977918/180000001002/00000001000000000007000000001243/main.m3u8?IASHttpSessionId=RR984520241026093019219665&icpid=2&RTS=1729934924&from=9&hms_devid=24593&online=1729934924&vqe=3
CCTV1,http://36.158.166.3:8089/180000001002/00000001000000000007000000001243/main.m3u8
CCTV1,http://39.134.240.3/PLTV/2/224/3221225886/index.m3u8
CCTV1,http://39.134.240.3/PLTV/1/224/3221226098/index.m3u8
CCTV1,http://183.215.116.134:6610/180000001001/00000000000000020000000000182562/main.m3u8?IASHttpSessionId=OTT
CCTV1,http://183.215.116.134:6610/180000001001/00000001000000000002000000027984/main.m3u8?IASHttpSessionId=OTT
CCTV1,http://183.215.116.134:6610/180000001001/00000001000000000007000000001243/main.m3u8?IASHttpSessionId=OTT
CCTV1,http://183.215.116.134:6610/180000001001/00000001000000001001000000000036/main.m3u8?IASHttpSessionId=OTT
CCTV1,http://111.23.232.117/180000001002/00000001000000000007000000001243/main.m3u8
CCTV1,http://111.23.232.117/180000001002/00000001000000000007000000001243/index.m3u8
CCTV1,http://111.23.232.117/180000001002/00000000000000020000000000182562/main.m3u8
CCTV1,http://111.23.232.117/180000001002/00000000000000020000000000182562/index.m3u8?
CCTV2,http://111.23.232.117:80/180000001001/00000001000000001001000000000050/main.m3u8
CCTV2,http://39.134.249.212/wh7f454c46tw4260488730_841769087/180000001002/00000001000000000008000000047431/main.m3u8?IASHttpSessionId=RR1004420241026093938830858&icpid=2&RTS=1729935482&from=9&hms_devid=24592&online=1729935482&vqe=3
CCTV2,http://111.23.232.117:80/180000001001/00000001000000000002000000028004/main.m3u8
CCTV2,http://111.23.232.117/180000001002/00000001000000000008000000047431/main.m3u8
CCTV2,http://111.23.232.117/180000001002/00000001000000000008000000047431/index.m3u8?
CCTV2,http://183.215.116.134:6610/180000001001/00000001000000001001000000000050/main.m3u8?IASHttpSessionId=OTT
CCTV2,http://183.215.116.134:6610/180000001001/00000001000000000008000000047431/main.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.134.13.35:6610/180000001001/00000001000000000008000000047431/index.m3u8?
CCTV2,http://36.158.166.3:8089/180000001002/00000001000000000008000000047431/main.m3u8
CCTV3,http://39.134.13.35:6610/180000001001/00000001000000000008000000047432/index.m3u8?
CCTV3,http://183.215.116.134:6610/180000001001/00000001000000000008000000047432/main.m3u8?IASHttpSessionId=OTT
CCTV3,http://183.215.116.134:6610/180000001001/00000001000000001001000000000051/main.m3u8?IASHttpSessionId=OTT
CCTV3,http://36.158.166.3:8089/180000001002/00000001000000000008000000047432/main.m3u8
CCTV3,http://111.23.232.117:80/180000001001/00000001000000001001000000000051/main.m3u8
CCTV3,http://111.23.232.117:80/180000001001/00000001000000000002000000028005/main.m3u8
CCTV3,http://111.23.232.117/180000001002/00000001000000000008000000047432/main.m3u8
CCTV3,http://111.23.232.117/180000001002/00000001000000000008000000047432/index.m3u8
CCTV3,http://39.134.249.212/wh7f454c46tw72256347_-1501665499/180000001002/00000001000000000008000000047432/main.m3u8?IASHttpSessionId=RR981820241026094124417460&icpid=2&RTS=1729935589&from=9&hms_devid=24592&online=1729935589&vqe=3
CCTV4,http://111.23.232.117/180000001002/00000001000000000071000000305577/main.m3u8
CCTV4,http://111.23.232.117/180000001002/00000001000000000008000000047433/main.m3u8
CCTV4,http://111.23.232.117/180000001002/00000001000000000071000000305577/index.m3u8
CCTV4,http://111.23.232.117/180000001002/00000001000000000008000000047433/index.m3u8
CCTV4,http://111.23.232.117:80/180000001001/00000001000000000002000000028006/main.m3u8
CCTV4,http://111.23.232.117:80/180000001001/00000001000000001001000000000052/main.m3u8
CCTV4,http://183.215.116.134:6610/180000001001/00000001000000001001000000000052/main.m3u8?IASHttpSessionId=OTT
CCTV4,http://183.215.116.134:6610/180000001001/00000001000000000008000000047433/main.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.134.13.35:6610/180000001001/00000001000000000008000000047433/index.m3u8?
CCTV4,http://36.158.166.3:8089/180000001002/00000001000000000008000000047433/main.m3u8
CCTV4,http://39.134.240.3/PLTV/2/224/3221225829/index.m3u8
CCTV4,http://39.134.249.220/wh7f454c46tw143340547_-1750685835/180000001002/00000001000000000008000000047433/main.m3u8?IASHttpSessionId=RR1007520241026094236364774&icpid=2&RTS=1729935660&from=9&hms_devid=24589&online=1729935660&vqe=3
CCTV4,http://39.134.240.3/PLTV/2/224/3221225924/index.m3u8
